customer_id,account_id,account_type,account_open_date,account_status,gender,age,state,pincode,customer_segment,employment_status,employer_name,annual_income_inr,account_balance_inr,num_products_held,kyc_status,nominee_added,mobile_banking_enabled,net_banking_enabled,credit_card_linked,demat_account,branch_name,relationship_manager_id,last_login_days_ago,is_dormant,churn_flag,fraud_flag,loan_type,loan_amount_inr,loan_tenure_months,outstanding_principal_inr,emi_amount_inr,days_past_due,is_npa,penalty_amount_inr,credit_score,credit_bureau,risk_rating,savings_interest_rate_pct,fd_interest_rate_pct,overdraft_limit_inr,monthly_interest_income_inr,monthly_service_charges_inr,num_transactions_last_month,avg_transaction_value_inr,last_transaction_date,last_transaction_type,last_transaction_channel,last_transaction_amount_inr,transaction_currency
CUST100074,ACC900074,Checking,17-11-2023,Active,F,53,West Bengal,287588,Retail,Retired,,3179020.4,211780.5,7,Verified,,N,Y,Y,,Ahmedabad SG Highway,,590,0,0,1,,,,,,0,0,0,332,CIBIL,High,,,21230643.08,8249.39,156.17,12,46489.53,24-11-2023,Credit,UPI,175377.05,USD
CUST100075,ACC900075,Fixed Deposit,16-10-2022,,M,29,Delhi,414985,,Student,,2621476.11,1248330.97,3,Expired,N,Y,N,,,Mumbai Central,,57,0,1,1,Business Loan,4894143.65,120,3824438.84,97882.87,180,1,478.73,863,EQUIFAX,,,5.15,,5327.51,1200.53,57,6449.74,08-03-2018,Transfer,Mobile App,3287.26,EUR
CUST100076,ACC900076,Current,14-11-2022,Closed,,25,Tamil Nadu,957915,HNI,Student,,3946005.39,1211422.59,4,Rejected,N,Y,N,,N,Chennai East,RM13,87,0,0,0,Business Loan,244956.66,48,59198.22,4899.13,120,1,2003.91,889,EXPERIAN,Very High,,,,3684.55,1316.41,100,11982.39,21-07-2018,Transfer,RTGS,43798.33,USD
CUST100077,ACC900077,Savings,22-09-2020,Closed,M,73,Maharashtra,469007,SME,Business Owner,,236624.35,,2,Verified,N,N,N,,Y,Delhi North,,513,0,1,0,Personal Loan,3730301.88,60,2217171.99,74606.04,0,0,0,839,EQUIFAX,Medium,4.92,,,8725.97,1974.67,36,60353.76,04-02-2018,EMI,Net Banking,343854.14,EUR
CUST100078,ACC900078,Savings,21-11-2020,,,70,Maharashtra,741709,HNI,Retired,,4600919.23,659093.62,6,Pending,Y,Y,Y,Y,Y,Jaipur Vaishali,RM39,610,1,1,1,,,,,,90,1,4361.6,532,EXPERIAN,,5.29,,,13974.53,1805.97,54,73104.33,26-04-2020,Interest,Mobile App,280538.85,EUR
CUST100079,ACC900079,Checking,17-04-2018,Frozen,Other,67,Maharashtra,249149,Retail,,,823716.48,1284689.9,8,,N,N,Y,N,N,Jaipur Vaishali,,512,1,1,0,Education Loan,696508.55,12,600404.95,13930.17,0,0,0,367,,,,,441778.84,547825.19,1482.86,62,68866.1,21-06-2018,Penalty,RTGS,160312.5,INR
CUST100080,ACC900080,Checking,25-07-2024,Closed,F,43,West Bengal,255457,HNI,,,,943558.35,4,Expired,,N,,,,Ahmedabad SG Highway,RM42,,,0,0,Education Loan,503764.5,36,344172.09,10075.29,120,1,2278.52,387,EXPERIAN,Low,,,313751.58,12210.73,1781.09,48,61909.99,07-09-2019,Debit,Mobile App,88795.63,EUR
CUST100081,ACC900081,Recurring Deposit,07-10-2024,Frozen,Other,23,Delhi,317402,,Retired,,680968.06,580492.56,6,Verified,Y,Y,Y,Y,N,Jaipur Vaishali,,,,1,0,Business Loan,3929543.59,84,3433870.08,78590.87,60,0,3058.16,369,CIBIL,High,,,,7812.46,259.94,17,55781.13,19-11-2023,Penalty,Branch,5229778.96,INR
CUST100082,ACC900082,Recurring Deposit,19-05-2020,,M,62,Telangana,417329,Retail,Business Owner,,-309544.09,1057726.05,1,Expired,N,N,Y,N,Y,,,114,0,0,1,Auto Loan,1759919.67,12,1468096.74,35198.39,120,1,4411.7,336,,Medium,,,,15261.17,1152.83,58,38692.43,18-08-2018,Interest,UPI,363810.46,USD
CUST100083,ACC900083,Savings,07-04-2020,Frozen,M,19,Rajasthan,152906,Retail,Retired,,4469269.41,948860,5,Expired,,N,Y,Y,Y,Jaipur Vaishali,,436,0,1,0,Auto Loan,783770.8,36,7985942.76,15675.42,180,1,3431.9,618,CIBIL,High,2.58,,,9106.59,675.52,113,8634.55,03-04-2018,Penalty,UPI,432363.7,EUR
CUST100084,ACC900084,Checking,07-09-2024,,M,62,Rajasthan,457264,Retail,Retired,,3250654.47,1430715.67,6,Rejected,Y,,Y,,Y,Hyderabad Banjara Hills,,445,1,,0,,,,,,120,1,3257.89,395,CIBIL,Low,,,242332.07,8744.58,1606.63,87,36404.63,01-12-2024,Transfer,UPI,199338.43,INR
CUST100085,ACC900085,Recurring Deposit,25-08-2020,Frozen,F,22,Gujarat,846348,Retail,Student,,718270.69,192001.12,7,Verified,Y,N,Y,Y,N,Hyderabad Banjara Hills,,558,,1,,Education Loan,406949.54,120,147196.91,8138.99,0,0,0,894,EXPERIAN,,,,,-5894.58,,57,30367.43,20-07-2021,Interest,UPI,413816.52,GBP
CUST100086,ACC900086,Checking,30-04-2023,Frozen,F,42,Rajasthan,592025,,Salaried,Employer_10,4438975.41,1282898.37,2,Expired,,Y,N,,Y,,,301,0,1,1,Home Loan,774825.96,36,132120.96,15496.52,120,1,3090.21,735,,Very High,,,492329.21,8142.53,560.15,70,30667.78,31-01-2018,Penalty,IMPS,117395.17,INR
CUST100087,ACC900087,Checking,25-05-2018,Closed,F,65,Gujarat,509018,Retail,Business Owner,,3522429.81,904141.52,3,Verified,N,N,,,Y,Jaipur Vaishali,,445,1,,0,Auto Loan,3967608.45,24,-340919.12,79352.17,30,0,1262.82,587,EQUIFAX,Medium,,,374426.78,9613.09,1104.02,,49541.2,04-01-2023,Debit,NEFT,130503.05,INR
CUST100088,ACC900088,Current,13-01-2023,Closed,,51,Rajasthan,179392,Retail,Student,,639805.14,1714233.64,4,Verified,Y,,Y,N,N,Mumbai Central,,708,,0,,Auto Loan,1639470.78,120,785700.31,32789.42,,,0,832,EXPERIAN,Low,,,,11029.94,270.2,1,,05-02-2019,Penalty,Net Banking,218193.46,USD
CUST100089,ACC900089,Current,26-10-2019,Active,M,21,Delhi,994794,,Retired,,2003372.11,1555692.64,8,Expired,N,,N,N,Y,Chennai East,,296,1,1,0,Personal Loan,3068555.13,36,1736538.84,61371.1,0,0,0,565,CIBIL,Low,,,,6782.6,1492.74,73,,01-08-2023,Penalty,Mobile App,325474.34,EUR
CUST100090,ACC900090,Checking,21-03-2024,Inactive,M,60,Gujarat,817318,HNI,,,1556829.66,1430917.12,8,Verified,Y,Y,N,N,,Delhi North,RM21,607,,0,,Education Loan,3576610.38,48,-583423.02,71532.21,30,0,307.45,760,CIBIL,Very High,,,122653.92,9832.21,201.11,43,33060.46,13-11-2023,Penalty,IMPS,445601.46,USD
CUST100091,ACC900091,Current,16-09-2018,Frozen,M,66,Telangana,665940,SME,Student,,956840.55,469788.09,3,Expired,Y,Y,,Y,,Chennai East,,675,1,0,0,,,,,,,,0,461,,Very High,,,,9085.12,172.54,0,74800.33,08-03-2021,Penalty,RTGS,411491.15,USD
CUST100092,ACC900092,Current,06-08-2018,Frozen,F,27,Maharashtra,216506,Retail,Self-Employed,,2686987.54,105376.44,1,Rejected,N,Y,Y,,,Kolkata West,,351,0,0,0,Auto Loan,1748810.74,12,15717882.93,34976.21,0,0,0,796,CIBIL,Very High,,,,2249.45,791.69,92,46067.12,27-08-2021,Credit,Branch,167011.96,INR
CUST100093,ACC900093,Current,08-10-2024,Closed,F,58,Rajasthan,101429,HNI,Self-Employed,,2886360.33,853520.28,2,Rejected,,N,Y,N,,Mumbai Central,RM25,303,1,0,0,Personal Loan,2912555.22,120,2077286.8,58251.1,,,0,452,,High,,,,7396.14,1634.24,5,58295.02,04-06-2022,Penalty,IMPS,400007.28,INR
CUST100094,ACC900094,Current,13-11-2024,Inactive,M,31,Delhi,389346,Corporate,Business Owner,,3307640.92,1015710.48,2,Verified,Y,Y,N,Y,N,Mumbai Central,RM45,209,0,,0,Home Loan,606423.87,84,254636.14,12128.48,180,1,4935.22,509,EQUIFAX,Very High,,,,10711.47,602.06,14,61234.2,09-05-2020,Transfer,Branch,179600.13,EUR
CUST100095,ACC900095,Current,03-09-2022,Active,F,26,Rajasthan,580290,HNI,Self-Employed,,1877877.66,-261776.32,2,Expired,,N,Y,Y,N,Jaipur Vaishali,RM10,559,1,0,0,Personal Loan,4114337.88,84,2701004.5,82286.76,180,1,3210.61,755,EQUIFAX,Medium,,,,14819.1,754.66,114,13882.71,26-03-2021,Debit,ATM,170732.27,USD
CUST100096,ACC900096,Current,26-04-2023,,Other,66,Delhi,417960,SME,Self-Employed,,4204307.99,676275.08,1,Rejected,,N,Y,,,Hyderabad Banjara Hills,,67,0,,,Home Loan,725940.6,120,447166.57,14518.81,60,0,3686.32,,EXPERIAN,High,,,,5210.8,1165.58,98,16370.88,24-12-2018,Debit,RTGS,245567.08,INR
CUST100097,ACC900097,Savings,28-01-2018,Closed,,35,Gujarat,473276,,Retired,,1029932.05,1890587.62,8,,N,Y,Y,N,N,Hyderabad Banjara Hills,,654,1,0,1,Auto Loan,189377634.6,60,95760858.71,3787552.69,0,0,0,607,CIBIL,Very High,4.37,,,,500.71,114,34118.18,29-09-2020,Credit,ATM,400378.6,INR
CUST100098,ACC900098,Recurring Deposit,04-03-2020,Inactive,F,24,Tamil Nadu,422361,,Student,,2892226.28,1395499.31,2,,Y,,Y,Y,Y,,,80,0,1,0,,,,,,60,0,4565.89,893,EXPERIAN,Low,,,,12275.59,642.9,,29488.01,30-10-2019,Debit,Net Banking,74951.53,INR
CUST100099,ACC900099,Savings,15-11-2018,Active,M,66,Gujarat,429546,HNI,,,396212.28,18823013.31,1,Pending,N,N,Y,,Y,Jaipur Vaishali,RM30,507,0,1,0,Auto Loan,251302.68,24,186586.69,5026.05,0,0,0,659,CIBIL,High,7.12,,,13780.18,1420.49,95,73336.74,13-08-2023,Interest,Branch,287388.72,INR
CUST100100,ACC900100,Current,01-04-2024,,F,38,Rajasthan,287795,SME,Self-Employed,,745189.53,620858.66,5,Verified,Y,Y,,Y,Y,Pune FC Road,,156,0,0,1,Business Loan,2051163.53,24,1842614.1,41023.27,60,0,2270.75,803,,Very High,,,,5649.19,1905.4,84,9903.03,21-02-2019,Credit,Mobile App,176465.86,INR
CUST100101,ACC900101,Recurring Deposit,27-12-2024,Frozen,M,60,Maharashtra,755520,SME,,,4065818.36,965418.11,8,,Y,N,N,,,Delhi North,,353,0,0,0,,,,,,180,1,3309.53,332,CIBIL,,,,,8100.98,520.34,40,794877.55,26-05-2021,EMI,Mobile App,213008.31,INR
CUST100102,ACC900102,Fixed Deposit,09-12-2021,,M,33,Telangana,521843,Corporate,Self-Employed,,3439341.87,129332.61,7,,,N,N,,,Delhi North,RM40,560,0,1,1,Home Loan,152167915.5,120,86619997.66,3043358.31,120,1,2614.78,624,,High,,7.5,,14485.71,1191.59,12,8050.27,22-08-2023,Debit,NEFT,305484.49,GBP
CUST100103,ACC900103,Savings,16-10-2023,Active,F,31,Maharashtra,609442,HNI,Retired,,1516909.35,1779755.41,1,Pending,N,N,,,Y,,RM4,305,0,0,0,,,,,,0,0,0,673,EXPERIAN,Low,6.49,,,4959.29,818.89,95,69994.39,21-09-2018,EMI,Branch,129008.11,INR
CUST100104,ACC900104,Fixed Deposit,28-01-2022,Frozen,F,23,Delhi,347864,SME,Retired,,4556168.76,234019.88,3,,N,,,N,,Hyderabad Banjara Hills,,,0,,0,Business Loan,3429705.05,60,1808119.73,68594.1,60,0,296495.15,898,EXPERIAN,Medium,,6.9,,5660.44,111816.62,27,8527.08,31-07-2022,Interest,UPI,28617.18,INR
CUST100105,ACC900105,Current,17-05-2021,Closed,M,66,Karnataka,721826,Retail,,,1558753.39,905386.76,3,Rejected,N,N,N,,Y,Hyderabad Banjara Hills,,424,0,,,,,,,,90,1,826.17,580,,Low,,,,11768.11,1204.1,52,59287.11,19-10-2019,Interest,UPI,34039.79,INR
CUST100106,ACC900106,Checking,31-05-2022,Frozen,,74,Gujarat,847986,SME,,,,1086969.69,4,Expired,Y,Y,N,Y,N,Bangalore MG Road,,262,0,,0,Home Loan,4969984.54,36,714406.77,99399.69,0,0,0,676,CIBIL,Very High,,,506469.47,6108.9,587.22,,63940.26,18-07-2023,Debit,Net Banking,369724.78,INR
CUST100107,ACC900107,Savings,31-03-2024,Active,M,33,Rajasthan,840255,Corporate,Retired,,4757879.56,1982456.88,5,Expired,Y,Y,Y,Y,Y,Bangalore MG Road,RM28,506,1,0,0,Home Loan,75625.61,120,52701.55,1512.51,0,0,0,566,,High,4.68,,,2556.03,1980.45,112,10759.81,04-08-2019,Credit,UPI,156691.11,INR
CUST100108,ACC900108,Fixed Deposit,31-12-2021,Frozen,F,47,Delhi,731548,HNI,Business Owner,,696788.29,684432.02,8,Verified,Y,,N,N,Y,,RM6,245,,0,0,,,,,,0,0,0,579,CIBIL,Low,,7.51,,4042.69,87.28,73,-13616.18,22-01-2019,Credit,NEFT,136836.45,EUR
CUST100109,ACC900109,Savings,26-03-2018,Active,F,67,Maharashtra,635456,Corporate,Salaried,Employer_132,1577323.19,240009.15,3,Verified,N,,Y,,Y,Pune FC Road,RM27,582,0,,0,,,,,,30,0,4822.71,434,CIBIL,Very High,5.14,,,9712.69,155.21,65,39179.39,25-04-2024,Credit,RTGS,382576.95,GBP
CUST100110,ACC900110,Current,09-11-2020,Active,M,50,Tamil Nadu,556957,SME,,,705803,349622.56,8,Pending,,Y,Y,Y,N,Mumbai Central,,474,0,0,,,,,,,30,0,1439.72,765,EQUIFAX,Very High,,,,9185.9,1333.46,117,-8400.19,28-11-2020,EMI,Net Banking,,INR
CUST100111,ACC900111,Fixed Deposit,25-09-2022,Inactive,M,75,Rajasthan,985555,Corporate,Student,,3735331.43,38722.81,1,Rejected,N,,,,N,Delhi North,RM40,88,0,,0,Auto Loan,2739854.69,12,509576.33,54797.09,90,1,3057.75,892,CIBIL,Very High,,6.15,,2884.4,432.34,62,-2012.92,18-06-2024,Interest,NEFT,31585.03,GBP
CUST100112,ACC900112,Checking,11-12-2019,Frozen,F,49,Gujarat,106907,,Student,,4002072.59,493276.76,1,Verified,N,Y,Y,Y,N,Delhi North,,517,0,1,1,Auto Loan,4259913.67,12,3218190.89,85198.27,0,0,0,529,EQUIFAX,Low,,,89146.58,5602.66,1580.39,100,61947.27,12-09-2019,Penalty,Net Banking,26062.59,INR
CUST100113,ACC900113,Savings,25-12-2020,,Other,44,Telangana,853800,,,,3295280.77,1021179.93,6,Rejected,Y,N,Y,Y,,Pune FC Road,,290,0,,,Education Loan,2087729.71,84,1934389.63,41754.59,180,1,2763.51,386,EQUIFAX,High,2.54,,,4448.21,1359.29,98,33226.25,11-09-2019,Penalty,ATM,508441.35,EUR
CUST100114,ACC900114,Savings,27-09-2023,Inactive,M,39,Rajasthan,613321,SME,Business Owner,,294062.4,507600.1,7,Pending,N,,N,,N,,,130,,,0,Education Loan,4718240.25,84,1456639.55,94364.81,0,0,0,886,,Low,2.91,,,1024.25,894.67,30,28958.78,04-06-2024,Penalty,Mobile App,181438.03,INR
CUST100115,ACC900115,Fixed Deposit,14-06-2019,Active,F,51,Maharashtra,564620,,Retired,,3362483.12,327346.53,6,Rejected,N,Y,N,N,,Mumbai Central,,724,,,1,Home Loan,2913122.41,60,386030.67,58262.45,60,0,2206.13,797,EXPERIAN,High,,6.9,,11112.15,1004.47,75,4241.18,02-06-2020,Penalty,Mobile App,240748.2,INR
CUST100116,ACC900116,Recurring Deposit,19-06-2021,Closed,M,59,Delhi,532876,Retail,Business Owner,,1116008.59,102923.03,3,Rejected,Y,,Y,N,N,Hyderabad Banjara Hills,,123,,0,0,Education Loan,,36,,,0,0,0,510,,Low,,,,2153.94,593.29,68,2269354.49,06-04-2018,EMI,NEFT,,INR
CUST100117,ACC900117,Checking,08-09-2020,Inactive,M,49,Karnataka,832356,Retail,Retired,,4669503.62,-123440.15,5,,Y,,,,Y,Pune FC Road,,286,,0,0,,,,,,0,0,0,319,CIBIL,Low,,,10247.75,8900.27,708.82,71,23488.34,12-08-2023,Debit,Branch,191981.09,INR
CUST100118,ACC900118,Checking,05-11-2024,Closed,M,38,Maharashtra,961010,HNI,Retired,,3308862.7,536644.27,6,Expired,N,,,,Y,,RM8,505,0,1,0,Personal Loan,2213398.85,36,,44267.98,120,1,3586.83,,EXPERIAN,Low,,,216901.61,4227.92,176.39,114,62798.57,14-11-2018,Penalty,ATM,233153.53,GBP
CUST100119,ACC900119,Recurring Deposit,04-03-2020,Closed,F,61,Rajasthan,125190,SME,Salaried,Employer_72,473506.49,505483.7,1,Pending,Y,,,Y,Y,Mumbai Central,,484,0,1,0,Business Loan,3785227.76,12,3581830.66,75704.56,30,0,-423.81,764,,,,,,3021.2,53.17,120,70691.17,25-07-2022,Credit,UPI,335407.12,INR
CUST100120,ACC900120,Current,11-08-2018,Inactive,Other,33,Rajasthan,566222,Retail,Student,,4022615.65,1199040,1,,,,N,N,N,Pune FC Road,,45,0,0,0,Home Loan,4766696.3,24,-1535521.61,95333.93,0,0,0,742,CIBIL,High,,,,7500.46,24.81,71,22775.09,11-08-2022,Interest,Branch,391924.18,GBP
CUST100121,ACC900121,Checking,30-06-2021,Active,M,59,Tamil Nadu,303846,Retail,Retired,,1726208.59,290606.14,1,Verified,Y,N,Y,,Y,Chennai East,,203,0,0,0,Auto Loan,4929359.8,36,757665.87,98587.2,0,0,0,500,EXPERIAN,Very High,,,339647.16,7491.65,1598.45,43,56073.3,22-09-2024,Interest,NEFT,277419.58,EUR
CUST100122,ACC900122,Current,15-12-2019,Closed,F,64,Rajasthan,287693,,Self-Employed,,1759481.71,45258.54,6,,,N,,,N,,,494,,0,0,Home Loan,4230169.58,24,1632541.43,84603.39,60,0,1043.12,475,CIBIL,High,,,,926.88,1768.71,112,62857.79,13-03-2022,Interest,NEFT,223871.64,INR
CUST100123,ACC900123,Fixed Deposit,04-01-2021,Frozen,M,68,Gujarat,894617,,Student,,1173053.73,465634.42,4,,Y,N,N,N,N,Bangalore MG Road,,152,,1,0,Education Loan,2842047.94,24,605333.98,56840.96,60,0,3723.55,342,EQUIFAX,Low,,5.47,,5376.64,1383.32,59,32233.63,16-04-2022,Debit,ATM,211531.45,INR
CUST100124,ACC900124,Checking,18-07-2020,Frozen,F,48,West Bengal,791609,,Student,,2734967.19,1487345.8,7,Expired,Y,Y,Y,N,N,Chennai East,,530,,0,0,Auto Loan,4423951.45,120,1237700.94,88479.03,60,0,497.16,431,CIBIL,,,,110439.87,2926.45,866.34,84,27825.28,11-07-2022,Transfer,UPI,279788.3,USD
CUST100125,ACC900125,Checking,31-08-2021,Frozen,,25,Delhi,857501,SME,,,2646436.18,1839525.06,5,Expired,N,,,N,,Delhi North,,566,0,0,,Personal Loan,1609389.61,36,995435.84,32187.79,180,1,2969.79,769,EXPERIAN,High,,,300299.94,3901.02,886.67,,36144.42,08-10-2020,Interest,NEFT,442978.81,INR
CUST100126,ACC900126,Current,10-11-2018,,M,67,Delhi,423301,HNI,Business Owner,,2093553.07,,2,Rejected,N,,Y,,,Chennai East,RM4,,0,0,1,,,,,,120,1,745.74,708,,Medium,,,,4433.83,157.92,32,57753.19,17-03-2023,EMI,IMPS,33330.1,GBP
CUST100127,ACC900127,Checking,19-10-2020,Frozen,Other,30,Delhi,738093,Retail,Business Owner,,,30145.56,7,,,,N,,N,Bangalore MG Road,,238,0,0,0,Home Loan,1175713.99,36,38586261.05,23514.28,60,0,1603.7,494,,Low,,,405034.18,11169.2,1092.28,15,16696.33,06-07-2022,Credit,NEFT,186206.73,INR
CUST100128,ACC900128,Checking,28-03-2018,Frozen,M,25,Rajasthan,311184,Retail,Retired,,1285592.94,159219.31,3,Verified,Y,,Y,N,N,Mumbai Central,,368,0,,0,Personal Loan,763766.38,,543959.57,15275.33,0,0,0,724,CIBIL,Medium,,,71874.27,11957.84,823.85,93,26321.21,14-10-2020,Interest,Branch,422556.63,INR
CUST100129,ACC900129,Fixed Deposit,19-11-2019,Frozen,,50,Telangana,782524,SME,Retired,,3957630.27,41532.39,6,Expired,,,N,,,Jaipur Vaishali,,248,0,1,,,,,,,30,0,2810.03,456,EQUIFAX,Very High,,6.96,,9563.59,76.76,39,22757.74,26-09-2021,Penalty,Mobile App,227398.38,INR
CUST100130,ACC900130,Savings,20-01-2022,Inactive,F,19,Gujarat,492850,SME,,,1465680.55,531942.13,6,Expired,,N,,N,,,,186,0,,0,,,,,,0,0,0,,,Low,3.85,,,3286.05,12.83,75,41258.87,15-10-2022,Penalty,UPI,153575.55,GBP
CUST100131,ACC900131,Fixed Deposit,11-05-2024,Frozen,F,21,Rajasthan,790881,Corporate,Self-Employed,,4277295.04,1815288.4,1,Expired,,N,,Y,N,Hyderabad Banjara Hills,RM33,3,0,0,0,Home Loan,4258434.76,120,-98123.8,85168.7,0,0,0,403,CIBIL,Very High,,8.49,,,1799.48,0,7537.34,05-10-2024,EMI,UPI,234998.96,EUR
CUST100132,ACC900132,Savings,15-01-2022,,M,65,Telangana,852293,Retail,,,3442288.45,1456115.24,1,Pending,Y,,,Y,,Kolkata West,,447,1,1,0,Education Loan,5134981.86,120,1732039.15,102699.64,180,1,3494.75,816,EXPERIAN,Low,7.15,,,4855.81,1503.29,11,69867.81,28-03-2023,EMI,Mobile App,479472.12,USD
CUST100133,ACC900133,Checking,27-11-2020,Frozen,M,25,Tamil Nadu,674559,Corporate,Business Owner,,1763192.59,1813848.15,2,,Y,N,,N,N,Mumbai Central,RM22,356,0,0,1,Auto Loan,4534808.76,12,2697404.93,90696.18,90,1,4235.73,673,EXPERIAN,,,,497373.31,12701.54,740.85,1,24894.62,15-06-2020,Penalty,IMPS,219874.43,INR
CUST100134,ACC900134,Fixed Deposit,22-10-2018,Active,M,36,Rajasthan,225829,Corporate,,,3416015.98,670852.73,3,,,N,N,,,Delhi North,RM6,684,0,,,Home Loan,4238481.58,36,2498783.4,84769.63,0,0,0,500,EQUIFAX,,,5.98,,1833.26,1221.55,73,52415.21,16-10-2022,Credit,Mobile App,46572.84,INR
CUST100135,ACC900135,Savings,31-07-2024,,M,48,Rajasthan,648055,,Salaried,Employer_33,3556486.93,783802.59,2,Verified,,,N,Y,,Hyderabad Banjara Hills,,214,0,1,0,Auto Loan,2752895.39,36,1210750.55,55057.91,180,1,,842,CIBIL,Medium,6.76,,,621.96,721.52,74,61286.68,26-04-2019,Interest,Mobile App,,GBP
CUST100136,ACC900136,Savings,29-08-2020,,M,37,Rajasthan,465848,Retail,Self-Employed,,4658625.97,727238.36,2,,Y,,,N,,Mumbai Central,,101,1,0,0,Home Loan,2813262.84,36,1207545.59,56265.26,90,1,51.63,446,CIBIL,High,2.83,,,9478.18,531.52,34,58058.15,26-09-2023,EMI,Mobile App,422623.97,GBP
CUST100137,ACC900137,Checking,26-07-2021,Active,,69,Maharashtra,276718,Corporate,Salaried,Employer_22,2356904.42,988988.11,1,,Y,,,,,Chennai East,RM12,136,1,1,1,Education Loan,2979076.12,84,2112168.64,59581.52,120,1,904.07,662,EQUIFAX,,,,329321.28,7650.18,1013.06,54,25652.64,24-07-2022,Credit,NEFT,-62210.14,INR
CUST100138,ACC900138,Savings,28-09-2022,Frozen,,41,West Bengal,240173,Retail,Retired,,1868968.43,1665905.53,,Pending,Y,N,,Y,Y,Jaipur Vaishali,,32,0,,1,Education Loan,1538824.35,120,457308.78,30776.49,180,1,2118.71,336,,Very High,3.63,,,5947.92,350.11,0,25111.13,02-02-2020,Transfer,RTGS,4393.94,INR
CUST100139,ACC900139,Checking,18-05-2023,Active,F,25,Gujarat,,Corporate,Self-Employed,,2583419.09,262461.39,4,Pending,N,Y,N,Y,Y,Jaipur Vaishali,RM6,537,0,0,0,Education Loan,2621138.99,120,571151.17,52422.78,0,0,0,812,EXPERIAN,Low,,,110545.48,10210.81,2011.8,106,32790.6,21-05-2023,Transfer,UPI,236885.88,USD
CUST100140,ACC900140,Checking,27-06-2020,Closed,Other,21,Tamil Nadu,301019,Corporate,Self-Employed,,3207701.29,556871.7,2,Expired,N,,N,Y,,,RM36,573,0,1,0,Auto Loan,4256977.2,84,1241444.4,85139.54,0,0,0,558,EQUIFAX,Medium,,,71130.83,8976.21,397.07,14,55031.21,18-06-2019,Transfer,NEFT,381006.56,INR
CUST100141,ACC900141,Current,11-01-2023,Inactive,F,45,Telangana,839730,Corporate,Business Owner,,2620631.99,1546148.04,5,,,Y,Y,,N,Jaipur Vaishali,RM47,626,0,0,,Personal Loan,1418629.53,48,1054160,28372.59,180,1,4770.98,469,,Medium,,,,70676.56,81.18,49,46240.74,31-05-2024,Interest,Branch,358517.08,GBP
CUST100142,ACC900142,Current,23-08-2018,,F,70,Rajasthan,522056,SME,Self-Employed,,1196942.13,2036257.84,3,Rejected,Y,Y,Y,N,Y,Delhi North,,12,1,0,1,,,,,,,,0,691,EXPERIAN,Medium,,,,8313.44,585.82,28,22315.95,08-06-2022,EMI,Mobile App,114415.43,GBP
CUST100143,ACC900143,Fixed Deposit,22-04-2022,,M,18,Telangana,188923,Retail,Self-Employed,,798118.14,1932117.7,3,Verified,Y,N,N,Y,,Chennai East,,438,0,0,0,Home Loan,4903319.47,84,3898410.82,98066.39,,,0,467,EQUIFAX,Medium,,7.62,,3425.73,1699.9,31,43763.45,28-03-2018,Credit,ATM,282892.38,GBP
CUST100144,ACC900144,Recurring Deposit,13-01-2020,Closed,F,75,Telangana,240082,HNI,Self-Employed,,3311138.27,535449.7,8,Expired,Y,N,Y,Y,Y,,RM4,142,0,0,1,Auto Loan,3890937.44,12,3329012.93,77818.75,0,0,0,699,,Very High,,,,7941.18,1170.98,14,73630.57,07-06-2019,EMI,Mobile App,176039.11,GBP
CUST100145,ACC900145,Fixed Deposit,14-08-2019,,M,44,Rajasthan,969812,SME,Self-Employed,,1225288.69,226528.41,5,Pending,,Y,Y,N,N,Pune FC Road,,726,0,0,0,,,,,,0,0,0,734,CIBIL,Medium,,6.65,,5226.41,595.4,84,36943.25,25-08-2019,Debit,NEFT,-12972.17,INR
CUST100146,ACC900146,Fixed Deposit,05-10-2019,Frozen,Other,51,Karnataka,624514,Corporate,Self-Employed,,4752602.44,1199110.49,2,Verified,N,Y,N,Y,N,Hyderabad Banjara Hills,RM21,132,1,0,0,,,,,,180,1,4914.44,379,,Medium,,7.39,,11430.95,36824.52,82,68223.4,04-10-2022,Transfer,Branch,-18527.74,INR
CUST100147,ACC900147,Current,27-07-2022,Active,F,50,Karnataka,470533,SME,,,293485.24,36987798.3,2,Verified,N,Y,N,Y,Y,Pune FC Road,,471,1,,0,,,,,,120,1,4509.06,395,EXPERIAN,Medium,,,,8202.73,29.31,83,64406.27,16-10-2023,EMI,NEFT,387212.05,INR
CUST100148,ACC900148,Fixed Deposit,14-11-2020,Frozen,,26,Delhi,733727,HNI,Retired,,4797100.36,580471.95,2,Expired,N,N,Y,N,N,Delhi North,RM14,465,0,0,0,,,,,,0,0,0,824,EQUIFAX,,,6.55,,6964.11,1280.45,52,21560.17,17-12-2024,Penalty,ATM,397719.8,USD
CUST100149,ACC900149,Recurring Deposit,30-09-2019,Inactive,,31,Gujarat,857371,HNI,Student,,2998789.57,128896.6,7,Rejected,N,Y,N,N,Y,Ahmedabad SG Highway,RM29,654,0,0,0,Education Loan,1053649.92,120,332590.5,21073,0,0,0,383,,Very High,,,,8202.59,1394.08,67,55410.61,14-01-2019,Transfer,RTGS,467168.77,GBP
