Customer_id,Account_id,Account_type,Account_open_date,Account_status,Gender,Age,State,Customer_segment,Employment_status,Annual_income_INR,Account_balance_INR,Kyc_status,Nominee_added,Mobile_banking_enabled,Net_banking_enabled,Credit_card_linked,Demat_account,Last_login_days_ago,Is_dormant,Churn_flag,Fraud_flag,Loan_type,Loan_amount_INR,Loan_tenure_months,Outstanding_principal_INR,Emi_amount_INR,Days_past_due,Is_npa,Penalty_amount_INR,Credit_score,Risk_rating,Monthly_interest_income_INR,Monthly_service_charges_INR,Num_transactions_last_month,Avg_transaction_value_INR,Last_transaction_date,Last_transaction_type,Last_transaction_channel,Last_transaction_amount_INR,Transaction_currency
CUST100162,ACC900162,Fixed Deposit,17/04/2023,Inactive,Male,54,Tamil Nadu,SME,Retired,840403.07,689814.08,Verified,Y,N,Y,Y,Y,73,0,0,0,Home Loan,190870.96,24,98349.97,3817.42,0,0,0,542,Very High,6421.19,334.19,49,-14775.4,03/06/2018,EMI,Net Banking,394703.36,USD
CUST100355,ACC900355,Recurring Deposit,06/07/2021,Inactive,Female,68,West Bengal,SME,Salaried,850974.97,77242.68,Verified,Y,N,Y,Y,N,725,0,0,0,No Loan,0,0,0,0,0,0,0,807,Medium,13848.36,1450.25,111,37988.85,20/10/2022,EMI,IMPS,65515.65,GBP
CUST100319,ACC900319,Recurring Deposit,02/12/2023,Inactive,Male,45,Rajasthan,Retail,Salaried,863875.26,2041017.21,Verified,Y,Y,N,N,Y,413,0,0,0,No Loan,0,0,0,0,0,0,0,667,Low,3664.82,1112.03,97,40787.46,25/02/2024,Debit,RTGS,416257.95,GBP
CUST100359,ACC900359,Recurring Deposit,03/05/2023,Active,Male,72,Rajasthan,SME,Self-Employed,871050.4,1095436.33,Verified,N,N,N,Y,Y,577,0,0,0,Business Loan,0,84,0,0,0,0,0,662,Low,2374.12,1579.42,65,46567.48,01/07/2020,Penalty,UPI,9829.92,INR
CUST100374,ACC900374,Savings,17/12/2024,Inactive,Male,47,Telangana,Corporate,Self-Employed,899532.99,538427.23,Verified,Y,Y,N,N,N,567,1,0,1,Auto Loan,2928405.07,48,-135452.22,58568.1,120,1,4100.83,398,Very High,7535.65,184.65,69,4879.59,20/12/2018,Credit,IMPS,103808.32,INR
CUST100349,ACC900349,Current,28/03/2018,Inactive,Female,52,Delhi,SME,Salaried,920320.01,668253.1,Rejected,Y,N,Y,N,N,48,0,0,0,No Loan,0,0,0,0,0,1,0,511,Very High,684.08,1446.01,53,16336.58,03/04/2023,Transfer,UPI,425324.34,INR
CUST100291,ACC900291,Fixed Deposit,31/03/2020,Frozen,Other,34,Delhi,Retail,Salaried,920445.65,1893919.28,Pending,Y,N,N,Y,Y,520,0,0,0,Personal Loan,4664241.77,60,1481334.01,93284.84,36.06451613,0,0,488,Very High,7901.23,1345.88,48,68960.4,14/05/2020,Penalty,NEFT,25573.99,INR
CUST100455,ACC900455,Fixed Deposit,11/02/2023,Closed,Male,51,Gujarat,SME,Self-Employed,936367,889565.18,Verified,N,N,N,Y,N,639,0,0,0,Auto Loan,4909050.51,48,1364649.67,98181.01,60,0,113.03,555,Medium,7901.23,-74.8,21,79628.95,03/07/2020,Credit,Mobile App,20180.68,INR
CUST100207,ACC900207,Checking,31/10/2019,Inactive,Male,57,Rajasthan,SME,Retired,940042.13,2045997.1,Expired,Y,N,N,Y,Y,269,0,1,0,Home Loan,3317771.1,12,705564.69,66355.42,0,0,0,900,Medium,5382.38,1304.88,23,74735.26,10/05/2024,Transfer,NEFT,472615.96,USD
CUST100418,ACC900418,Fixed Deposit,03/01/2024,Inactive,Female,50,Telangana,HNI,Self-Employed,940708.72,688540.87,Rejected,Y,N,N,Y,N,657,0,0,0,No Loan,0,0,0,0,0,1,0,882,Very High,563.46,1796.45,24,40656.28,16/01/2018,Transfer,ATM,292916.63,INR
CUST100091,ACC900091,Current,16/09/2018,Frozen,Male,66,Telangana,SME,Student,956840.55,469788.09,Expired,Y,Y,N,Y,N,675,1,0,0,No Loan,0,0,0,0,0,0,0,461,Very High,9085.12,172.54,0,74800.33,08/03/2021,Penalty,RTGS,411491.15,USD
CUST100371,ACC900371,Checking,19/06/2024,Closed,Male,65,Maharashtra,HNI,Student,960647.3,1574072.91,Rejected,N,Y,N,Y,N,433,0,0,0,Personal Loan,1460419.65,0,1207899.39,29208.39,0,0,0,860,Very High,7851.13,1026.61,120,33805.35,06/10/2020,EMI,ATM,393924.53,EUR
CUST100470,ACC900470,Current,24/03/2022,Inactive,Female,19,Rajasthan,Retail,Self-Employed,962230.12,579004.44,Pending,Y,Y,N,Y,Y,552,1,0,0,Education Loan,3574387.5,24,3439777.07,71487.75,0,0,0,545,Medium,1120.77,589.82,60.27004219,25689.73,18/07/2021,Credit,Branch,182446.47,INR
CUST100366,ACC900366,Checking,07/07/2021,Inactive,Female,33,Rajasthan,Corporate,Self-Employed,970535.62,1528830.58,Expired,Y,Y,N,N,Y,365,0,0,0,No Loan,0,0,0,0,0,0,0,857,High,11626.15,1691.74,26,80802.83,23/06/2023,Interest,NEFT,383695.37,INR
CUST100304,ACC900304,Savings,03/09/2023,Inactive,Other,74,Rajasthan,Retail,Self-Employed,1007243.19,1061299.46,Verified,Y,N,N,N,N,385,0,0,1,Home Loan,1018681.17,48,850583.73,20373.62,180,1,548.86,529,Very High,9303.6,819.76,76,44217.77,23/03/2018,EMI,RTGS,235298.37,INR
CUST100044,ACC900044,Savings,03/11/2019,Closed,Male,51,Delhi,HNI,Retired,1012445.44,552494.68,Expired,Y,N,N,N,N,311,0,0,0,Home Loan,1712379.61,60,1156948.94,34247.59,120,1,86262.97,356,Medium,3730.71,1589.12,32,68809.85,16/09/2023,Credit,ATM,253050.11,INR
CUST100436,ACC900436,Fixed Deposit,19/01/2018,Inactive,Male,62,Rajasthan,SME,Salaried,1024975.98,153424.61,Pending,N,Y,Y,N,N,77,1,0,0,Personal Loan,3484582.1,0,1384893.18,69691.64,90,1,712.72,810,Low,13569.59,1197.56,113,32472.85,15/03/2018,Transfer,Net Banking,86250.89,EUR
CUST100097,ACC900097,Savings,28/01/2018,Closed,Male,35,Gujarat,SME,Retired,1029932.05,1890587.62,Verified,N,Y,Y,N,N,654,1,0,1,Auto Loan,189377634.6,60,95760858.71,3787552.69,0,0,0,607,Very High,7901.23,500.71,114,34118.18,29/09/2020,Credit,ATM,400378.6,INR
CUST100483,ACC900483,Current,08/05/2024,Active,Other,23,Delhi,SME,Retired,1031327.92,1817158.39,Expired,Y,N,Y,N,N,410,1,1,0,No Loan,0,0,0,0,0,0,0,854,Very High,7991.75,2041.13,86,57997.3,08/06/2024,Penalty,Net Banking,103248.73,EUR
CUST100388,ACC900388,Checking,13/10/2023,Closed,Other,75,Rajasthan,Retail,Retired,1034377.09,1093122.34,Rejected,Y,Y,N,Y,N,495,0,1,1,Home Loan,3275363.89,36,1202492.76,65507.28,30,0,4331.95,544,Low,7229.31,967.125,120,42786.07,02/02/2018,Debit,IMPS,268575.37,GBP
CUST100271,ACC900271,Fixed Deposit,19/07/2023,Inactive,Male,73,Telangana,SME,Retired,1058091.27,845241.98,Verified,Y,N,N,N,N,78,0,0,0,No Loan,0,0,0,0,0,0,0,718,Very High,3967.49,253.01,54,11551.67,15/04/2020,Debit,UPI,361929.66,GBP
CUST100193,ACC900193,Current,03/03/2022,Inactive,Male,28,Delhi,HNI,Salaried,1058109.19,1436811.99,Verified,Y,N,N,Y,N,146,1,1,0,Home Loan,0,48,0,0,30,0,0,682,Low,14410.65,1860.4,60.27004219,25418.47,15/08/2019,Credit,RTGS,275786.81,USD
CUST100472,ACC900472,Checking,17/10/2022,Closed,Male,67,Maharashtra,Retail,Retired,1073244.76,982293.575,Rejected,Y,N,N,Y,N,420,0,0,0,Personal Loan,822857.54,0,471731.46,16457.15,0,0,0,307,Low,1003.55,1435.25,29,22094.72,17/02/2022,Debit,IMPS,165871.65,INR
CUST100239,ACC900239,Savings,04/02/2019,Inactive,Female,60,West Bengal,SME,Salaried,1078614.89,93860.22,Pending,Y,N,N,Y,N,455,0,0,0,Personal Loan,717930.95,48,27319377.07,14358.62,0,0,0,606,Low,10767.6,1885.05,106,40787.46,15/03/2022,Interest,ATM,86932.44,INR
CUST100254,ACC900254,Current,17/07/2022,Inactive,Female,61,Delhi,Corporate,Salaried,1103429.2,1947324.54,Pending,N,Y,N,N,N,374,0,0,0,Education Loan,871533.89,48,732591.08,17430.68,60,0,1131.24,816,Very High,13257.05,391.67,3,43481.75,07/04/2024,Credit,NEFT,313307.02,EUR
CUST100003,ACC900003,Checking,24/02/2020,Closed,Female,26,West Bengal,Corporate,Retired,1104273.08,156615.45,Verified,N,Y,N,Y,N,74,0,1,0,Home Loan,310506.91,24,266352.82,6210.14,120,1,45557.57,710,Low,-498.53,813.18,49,72544.06,26/03/2024,Debit,IMPS,90834.21,INR
CUST100033,ACC900033,Current,25/03/2022,Inactive,Female,20,Rajasthan,Corporate,Self-Employed,1111327.87,1159225.8,Expired,N,N,N,Y,N,500,0,1,1,Auto Loan,1506088.43,48,1451289.31,30121.77,120,1,1120.85,509,High,344.55,1396.27,99,30146.47,07/12/2020,Interest,NEFT,454784.56,INR
CUST100296,ACC900296,Current,31/05/2022,Inactive,Other,56,Tamil Nadu,HNI,Self-Employed,1111362.44,1688545.18,Verified,Y,N,N,N,N,156,1,0,0,Education Loan,-1599792.59,48,-1424025.31,-31995.85,30,0,2598.09,635,High,5861.63,467.67,9,71397.51,18/04/2020,Debit,UPI,99453.48,INR
CUST100281,ACC900281,Current,22/12/2024,Inactive,Female,67,West Bengal,Retail,Retired,1115488.1,529213.34,Verified,Y,N,Y,Y,Y,383,1,1,0,Personal Loan,2213757.48,60,346920.58,44275.15,0,0,0,644,Very High,8227.8,85.9,96,71601.55,07/07/2018,EMI,NEFT,2744024.23,INR
CUST100116,ACC900116,Recurring Deposit,19/06/2021,Closed,Male,59,Delhi,Retail,Business Owner,1116008.59,102923.03,Rejected,Y,N,Y,N,N,123,0,0,0,Education Loan,0,36,0,0,0,0,0,510,Low,2153.94,593.29,68,2269354.49,06/04/2018,EMI,NEFT,253050.11,INR
CUST100214,ACC900214,Fixed Deposit,02/03/2024,Inactive,Male,55,West Bengal,SME,Student,1128111.53,1385283.98,Rejected,N,N,Y,Y,N,317,0,1,0,No Loan,0,0,0,0,0,0,0,455,Very High,1640.51,1488.92,47,13096.54,02/10/2021,Transfer,Branch,455729.66,GBP
CUST100152,ACC900152,Current,04/02/2020,Inactive,Female,32,Rajasthan,Corporate,Self-Employed,1139472.37,1575625.7,Pending,Y,Y,N,Y,N,413,0,0,0,Home Loan,1429058.35,24,267177.97,28581.17,0,0,0,484,Low,14617.59,1186.06,46,29885.48,29/10/2018,Penalty,IMPS,37771.58,EUR
CUST100240,ACC900240,Current,01/12/2020,Closed,Male,64,Gujarat,SME,Salaried,1156710.29,937574.81,Verified,Y,Y,N,N,Y,697,0,0,1,No Loan,0,0,0,0,0,0,0,535,Very High,7901.23,945.67,83,4581.92,02/06/2019,Credit,Branch,264031.33,USD
CUST100338,ACC900338,Recurring Deposit,14/05/2024,Inactive,Male,47,Karnataka,SME,Student,1157050.2,982293.575,Rejected,Y,N,N,Y,N,584,1,0,0,Home Loan,3110575.76,84,1533089.99,62211.52,90,1,4354.62,540,High,6028.42,934.89,4,-14110.09,24/07/2018,EMI,UPI,433262.56,EUR
CUST100123,ACC900123,Fixed Deposit,04/01/2021,Frozen,Male,68,Gujarat,SME,Student,1173053.73,465634.42,Verified,Y,N,N,N,N,152,0,1,0,Education Loan,2842047.94,24,605333.98,56840.96,60,0,3723.55,342,Low,5376.64,1383.32,59,32233.63,16/04/2022,Debit,ATM,211531.45,INR
CUST100046,ACC900046,Savings,06/01/2019,Inactive,Female,37,Rajasthan,Retail,Business Owner,1173622.3,1407700.42,Verified,Y,N,N,N,N,658,0,0,0,Home Loan,3568988.73,12,3263375.84,71379.77,180,1,4517,773,Low,6551.49,754.28,7,10495.25,11/12/2018,Credit,UPI,-5070.02,GBP
CUST100154,ACC900154,Savings,28/07/2021,Inactive,Female,47,Rajasthan,Corporate,Salaried,1188785.17,-99397.64,Verified,N,N,Y,N,N,229,1,1,0,Personal Loan,2600910.72,24,1556808.6,52018.21,90,1,3708.01,627,Medium,759679.69,143.11,63,3784.21,29/01/2023,Interest,Mobile App,164754.09,EUR
CUST100346,ACC900346,Current,18/07/2020,Active,Male,64,Maharashtra,Corporate,Self-Employed,1193068.72,1566713.07,Pending,Y,N,N,Y,Y,418,0,0,0,No Loan,0,0,0,0,0,1,0,333,Medium,6221.14,1909.28,49,13519.11,09/07/2019,Credit,UPI,167275.55,INR
CUST100142,ACC900142,Current,23/08/2018,Inactive,Female,70,Rajasthan,SME,Self-Employed,1196942.13,2036257.84,Rejected,Y,Y,Y,N,Y,12,1,0,1,No Loan,0,0,0,0,0,0,0,691,Medium,8313.44,585.82,28,22315.95,08/06/2022,EMI,Mobile App,114415.43,GBP
CUST100468,ACC900468,Current,25/12/2022,Inactive,Other,19,Rajasthan,SME,Retired,1219321.48,650044.08,Expired,N,N,N,Y,N,65,0,1,0,Home Loan,541164.73,12,487415.49,10823.29,0,0,0,556,Low,2248,692.01,78,45772.25,02/01/2022,Credit,RTGS,258061.27,GBP
CUST100203,ACC900203,Checking,28/05/2024,Closed,Female,20,Tamil Nadu,Retail,Retired,1222838.36,10288.06,Rejected,N,Y,Y,Y,N,291,0,0,0,No Loan,0,0,0,0,0,0,0,699,Very High,7901.23,88225.87,51,12797.08,23/11/2020,Penalty,RTGS,288913.19,USD
CUST100196,ACC900196,Fixed Deposit,19/08/2024,Frozen,Female,40,Telangana,Retail,Self-Employed,1225097.93,810082.05,Rejected,Y,N,Y,Y,N,653,1,1,0,No Loan,0,0,0,0,0,0,0,445,High,3877.3,349.23,60.27004219,42879.55,17/09/2024,Debit,IMPS,317856.02,INR
CUST100145,ACC900145,Fixed Deposit,14/08/2019,Inactive,Male,44,Rajasthan,SME,Self-Employed,1225288.69,226528.41,Pending,Y,Y,Y,N,N,726,0,0,0,No Loan,0,0,0,0,0,0,0,734,Medium,5226.41,595.4,84,36943.25,25/08/2019,Debit,NEFT,-12972.17,INR
CUST100377,ACC900377,Savings,20/03/2024,Inactive,Other,69,Gujarat,SME,Student,1228830.02,235228.81,Verified,Y,N,N,N,N,413,0,0,0,No Loan,0,0,0,0,0,0,0,753,Very High,459.11,1789.02,67,40787.46,24/11/2022,Credit,UPI,315317.25,GBP
CUST100220,ACC900220,Savings,30/01/2020,Frozen,Male,53,Gujarat,HNI,Retired,1251775.36,982293.575,Pending,N,Y,N,Y,N,230,0,1,0,Home Loan,0,60,0,0,36.06451613,0,0,610,Very High,14437.05,1485.99,110,63975.89,15/05/2023,Credit,Branch,87387.91,INR
CUST100167,ACC900167,Fixed Deposit,06/06/2019,Inactive,Female,27,Tamil Nadu,Corporate,Student,1260387.67,995168.48,Expired,Y,N,N,Y,N,588,0,1,0,Business Loan,-1389306.56,60,0,-27786.13,60,0,521.23,345,High,160354.56,587.05,64,-1676.68,25/05/2024,Penalty,NEFT,215862.61,USD
CUST100128,ACC900128,Checking,28/03/2018,Frozen,Male,25,Rajasthan,Retail,Retired,1285592.94,159219.31,Verified,Y,N,Y,N,N,368,0,0,0,Personal Loan,763766.38,0,543959.57,15275.33,0,0,0,724,Medium,11957.84,823.85,93,26321.21,14/10/2020,Interest,Branch,422556.63,INR
CUST100463,ACC900463,Fixed Deposit,17/01/2024,Inactive,Male,37,Delhi,Retail,Retired,1286963.05,1992177.72,Verified,Y,Y,N,Y,N,2,0,0,0,Auto Loan,3247516.68,36,2218893.73,64950.33,90,1,791.96,445,High,8634.06,66.17,87,11991.03,13/10/2021,EMI,ATM,49765.96,INR
CUST100244,ACC900244,Current,03/06/2018,Inactive,Other,21,Telangana,SME,Salaried,1292355.12,1580481.66,Verified,Y,Y,Y,Y,Y,13,0,0,0,Auto Loan,2844558.72,48,2143346.84,56891.17,36.06451613,0,0,777,Very High,1574.56,1561.64,25,46110.79,06/06/2020,EMI,Mobile App,307210.02,GBP
CUST100155,ACC900155,Savings,23/07/2019,Frozen,Male,73,Rajasthan,Corporate,Business Owner,1299448.18,1630759.79,Rejected,Y,N,Y,N,Y,516,0,0,0,Home Loan,4561527.98,12,848129.9,91230.56,60,0,364.92,688,Very High,5221.76,1319.5,74,9424.3,20/07/2024,Penalty,RTGS,224061.65,INR
CUST100489,ACC900489,Checking,27/02/2019,Frozen,Other,66,Gujarat,HNI,Self-Employed,1318895.59,1114554.62,Rejected,Y,Y,N,Y,N,157,0,0,0,Business Loan,1335760.22,12,355362.17,26715.2,30,0,2193.69,745,High,10978.21,561.51,7,1081465.78,08/01/2019,Penalty,ATM,73084.52,USD
CUST100221,ACC900221,Fixed Deposit,23/11/2024,Inactive,Male,59,Karnataka,Retail,Retired,1342876.67,149328.3,Verified,Y,N,Y,Y,Y,209,0,0,0,Business Loan,453313.71,12,187047.76,9066.27,60,0,976.12,848,High,3433.4,501.45,60,31594.68,13/04/2024,EMI,Mobile App,176616.43,INR
CUST100474,ACC900474,Checking,16/06/2024,Closed,Male,47,Rajasthan,SME,Retired,1343019.79,1742040.23,Verified,N,N,N,N,Y,678,0,0,0,Personal Loan,1730564.67,24,239473.22,34611.29,60,0,3212.06,511,High,8185.79,667.39,25,40787.46,17/01/2023,Debit,IMPS,268533.97,GBP
CUST100288,ACC900288,Savings,08/09/2020,Frozen,Male,35,Rajasthan,Retail,Salaried,1346672.78,228792.77,Pending,Y,N,N,Y,N,413,0,1,0,No Loan,0,0,0,0,0,0,0,606.9468085,Low,11905.16,241.67,114,73790.24,21/07/2021,Debit,UPI,17839124.9,USD
CUST100023,ACC900023,Checking,08/04/2021,Frozen,Male,47,Rajasthan,HNI,Retired,1361537.49,164262.8,Rejected,N,Y,N,N,N,376,0,1,0,Business Loan,2745296.73,12,1201740.19,54905.93,60,0,3712.58,316,Medium,725.51,1929.44,93,60731.35,01/07/2018,Interest,NEFT,174934.48,INR
CUST100255,ACC900255,Fixed Deposit,04/05/2023,Closed,Female,51,Tamil Nadu,HNI,Business Owner,1374560.16,89904.95,Expired,N,N,N,N,N,685,0,0,0,No Loan,0,0,0,0,0,0,0,411,Medium,2205.18,1547.29,45,38280.66,15/05/2019,Interest,IMPS,29053.97,GBP
CUST100479,ACC900479,Current,28/01/2024,Frozen,Female,30,Rajasthan,SME,Retired,1384638.92,1621363.41,Rejected,N,N,N,Y,N,90,0,1,0,No Loan,0,0,0,0,0,0,0,444,Very High,6087.08,276.7,45,80875.73,14/04/2019,Credit,RTGS,482865.24,USD
CUST100194,ACC900194,Savings,24/01/2019,Active,Female,74,Karnataka,HNI,Retired,1415768.45,600284.98,Rejected,Y,Y,N,N,N,129,1,0,0,Business Loan,2724225.15,36,995200.51,54484.5,0,0,0,694,Very High,9705.89,1961.67,1,49510.56,14/06/2022,Credit,NEFT,281620.4,INR
CUST100336,ACC900336,Checking,22/12/2022,Frozen,Male,43,West Bengal,SME,Retired,1421453.2,1655089.49,Pending,Y,N,Y,N,Y,228,0,0,0,Personal Loan,945530.55,12,104972.13,18910.61,0,0,0,551,Low,12543.2,265.02,22,12465.7,21/08/2024,EMI,Branch,422689.48,INR
CUST100285,ACC900285,Recurring Deposit,19/01/2019,Closed,Male,21,Gujarat,SME,Salaried,1427240.98,1698192.7,Expired,N,Y,N,Y,N,310,1,0,0,Personal Loan,4658869.78,120,4057237.01,93177.4,0,0,0,323,Very High,13404.65,116.05,113,38087.57,14/10/2019,Credit,Branch,253050.11,USD
CUST100153,ACC900153,Checking,08/12/2018,Closed,Female,26,Tamil Nadu,Corporate,Retired,1437905.77,1411645.47,Verified,Y,Y,Y,N,N,321,0,0,0,No Loan,0,0,0,0,0,1,0,709,High,12787.53,1898.91,87,79213.36,03/08/2024,Debit,UPI,396587.19,GBP
CUST100151,ACC900151,Fixed Deposit,01/02/2018,Inactive,Other,50,Tamil Nadu,SME,Self-Employed,1441565.76,1836682.43,Verified,Y,N,Y,Y,N,133,0,0,0,Home Loan,4287628.29,36,3316040.77,85752.57,36.06451613,0,0,474,Medium,11935.85,543.81,50,47163.97,24/06/2024,Debit,RTGS,480416.42,GBP
CUST100072,ACC900072,Checking,01/04/2021,Inactive,Male,57,Telangana,HNI,Salaried,1445114.48,1863807.62,Rejected,N,N,N,N,Y,332,0,0,0,Personal Loan,4680701.22,0,3243532.48,93614.02,120,1,1541.36,730,Very High,12146.51,927.88,59,27753.13,18/08/2018,EMI,UPI,34683.71,INR
CUST100488,ACC900488,Recurring Deposit,22/10/2022,Inactive,Male,57,West Bengal,Retail,Retired,1451806.37,1120435.11,Rejected,Y,N,Y,Y,Y,390,0,1,0,Personal Loan,3068532.18,48,2048024.08,61370.64,0,0,0,822,Very High,7740.54,1662.96,102,63813.69,08/06/2019,Credit,NEFT,206274.57,INR
CUST100130,ACC900130,Savings,20/01/2022,Inactive,Female,19,Gujarat,SME,Retired,1465680.55,531942.13,Expired,Y,N,N,N,N,186,0,0,0,No Loan,0,0,0,0,0,0,0,606.9468085,Low,3286.05,12.83,75,41258.87,15/10/2022,Penalty,UPI,153575.55,GBP
CUST100423,ACC900423,Fixed Deposit,14/06/2023,Inactive,Male,38,Rajasthan,HNI,Student,1470620.47,1117953.59,Pending,Y,N,N,Y,Y,494,0,0,1,Education Loan,2509210.94,120,1542714.53,50184.22,60,0,1856.13,704,Low,7997.84,380.92,88,56046.53,26/12/2022,Interest,Mobile App,14341353.62,EUR
CUST100273,ACC900273,Fixed Deposit,15/11/2021,Active,Female,34,Rajasthan,Corporate,Business Owner,1488126.98,415102.61,Verified,Y,Y,N,Y,Y,115,0,1,0,Home Loan,2389873.41,24,277533.63,47797.47,60,0,5161.1,426,Very High,12301.69,481.93,65,72081.84,15/05/2024,Interest,RTGS,274048.75,INR
CUST100497,ACC900497,Savings,11/09/2021,Closed,Male,57,Gujarat,SME,Salaried,1513904.8,1379735.05,Pending,Y,N,N,N,N,462,0,1,0,Home Loan,4456576.63,60,3664557.5,89131.53,30,0,4832.67,376,Very High,14676.93,1049.93,68,42727.85,17/03/2020,EMI,IMPS,301509.16,EUR
CUST100103,ACC900103,Savings,16/10/2023,Active,Female,31,Maharashtra,HNI,Retired,1516909.35,1779755.41,Pending,N,N,N,Y,Y,305,0,0,0,No Loan,0,0,0,0,0,0,0,673,Low,4959.29,818.89,95,69994.39,21/09/2018,EMI,Branch,129008.11,INR
CUST100234,ACC900234,Savings,14/05/2018,Active,Female,37,Delhi,HNI,Student,1523469.1,578947.7,Pending,Y,N,Y,N,N,602,0,1,1,Auto Loan,3998026.17,120,3683740.2,79960.52,120,1,2828.27,607,Very High,12690.06,1726.91,60.27004219,27328.58,21/11/2023,Transfer,Net Banking,58297.34,EUR
CUST100365,ACC900365,Recurring Deposit,06/03/2021,Frozen,Female,58,Rajasthan,SME,Student,1533578.17,-23295.7,Pending,Y,N,Y,N,N,79,0,0,0,Home Loan,4543395.22,24,2045777.02,90867.9,30,0,4882.64,401,High,7901.23,307.2,85,31688.27,11/11/2020,Penalty,Branch,231933.03,USD
CUST100337,ACC900337,Checking,22/03/2020,Inactive,Male,59,Maharashtra,Retail,Retired,1534613.05,263846.99,Verified,Y,N,N,N,N,140,0,0,0,Auto Loan,1361964.7,48,679049.07,27239.29,90,1,835.07,788,Low,2599.33,547.54,88,61221.66,04/07/2018,EMI,UPI,418938.32,INR
CUST100439,ACC900439,Fixed Deposit,22/12/2021,Frozen,Male,44,Telangana,Retail,Student,1549569.95,1502169.27,Rejected,Y,N,N,Y,N,84,0,0,0,Auto Loan,1282586.79,120,990033.18,25651.74,0,0,0,574,Low,11774.38,1049.53,18,18736.81,28/02/2023,Debit,Mobile App,193280.66,INR
CUST100090,ACC900090,Checking,21/03/2024,Inactive,Male,60,Gujarat,HNI,Retired,1556829.66,1430917.12,Verified,Y,Y,N,N,N,607,0,0,0,Education Loan,3576610.38,48,-583423.02,71532.21,30,0,307.45,760,Very High,9832.21,201.11,43,33060.46,13/11/2023,Penalty,IMPS,445601.46,USD
CUST100105,ACC900105,Current,17/05/2021,Closed,Male,66,Karnataka,Retail,Retired,1558753.39,905386.76,Rejected,N,N,N,Y,Y,424,0,0,0,No Loan,0,0,0,0,0,1,0,580,Low,11768.11,1204.1,52,59287.11,19/10/2019,Interest,UPI,34039.79,INR
CUST100109,ACC900109,Savings,26/03/2018,Active,Female,67,Maharashtra,Corporate,Salaried,1577323.19,240009.15,Verified,N,N,Y,Y,Y,582,0,0,0,No Loan,0,0,0,0,0,0,0,434,Very High,9712.69,155.21,65,39179.39,25/04/2024,Credit,RTGS,382576.95,GBP
CUST100457,ACC900457,Current,04/07/2024,Active,Male,47,Telangana,SME,Salaried,1586781.03,192048.23,Verified,Y,N,N,Y,Y,162,0,0,0,Education Loan,1518307.67,36,800706.65,30366.15,0,0,0,625,Very High,9979.19,1532.28,90,7831.25,13/09/2021,Penalty,Mobile App,161540.32,USD
CUST100491,ACC900491,Checking,17/08/2021,Inactive,Male,20,Gujarat,Corporate,Student,1600893.94,324531.49,Rejected,N,Y,Y,Y,N,718,0,0,0,No Loan,0,0,0,0,0,0,0,841,Very High,7004.93,1304.43,14,64926.18,21/08/2020,Credit,IMPS,2576.93,INR
CUST100020,ACC900020,Current,30/01/2021,Active,Male,50,Gujarat,HNI,Student,1601893.26,-741411.91,Verified,Y,N,Y,Y,N,144,0,1,0,No Loan,0,0,0,0,0,0,0,819,Low,7800.98,1886.26,101,36636.71,09/08/2021,Interest,IMPS,-10677.94,INR
CUST100302,ACC900302,Recurring Deposit,31/08/2021,Frozen,Other,21,Delhi,HNI,Retired,1609619.17,982293.575,Verified,Y,N,N,N,N,608,0,0,0,No Loan,0,0,0,0,0,1,0,814,Medium,9137.92,-50.17,61,68423.65,08/05/2022,Transfer,RTGS,463924.12,INR
CUST100334,ACC900334,Savings,28/05/2024,Inactive,Male,65,Delhi,SME,Retired,1625625.61,327982.44,Expired,Y,N,N,N,N,555,0,0,0,Personal Loan,4228815.16,60,1130258.08,84576.3,0,0,0,350,Low,324695.6,799.7,59,20237.64,26/10/2020,Debit,Mobile App,472575.85,INR
CUST100424,ACC900424,Current,08/10/2018,Active,Female,62,Rajasthan,SME,Retired,1637727.81,317616.77,Verified,N,Y,N,Y,N,341,0,0,0,Auto Loan,3199442.42,48,1755031.01,63988.85,120,1,2481.6,755,Low,14737.05,552.39,40,37855.65,14/11/2024,Penalty,UPI,410226.75,USD
CUST100210,ACC900210,Current,22/05/2023,Closed,Other,66,Maharashtra,SME,Salaried,1638576.74,40763972.93,Pending,N,N,Y,N,N,622,1,0,0,Education Loan,4536399.29,120,2230626.51,90727.99,0,0,0,694,Very High,414.73,1858.38,100,29566,06/02/2022,EMI,ATM,382760.04,INR
CUST100492,ACC900492,Recurring Deposit,01/07/2018,Inactive,Male,37,West Bengal,Retail,Retired,1644517.24,739660.31,Expired,N,Y,N,Y,N,513,0,1,0,No Loan,0,0,0,0,0,1,0,606.9468085,Very High,6012.93,1227.84,0,14035.17,01/03/2020,Credit,ATM,474371.85,INR
CUST100170,ACC900170,Current,26/01/2021,Inactive,Male,74,Delhi,SME,Retired,1647233.26,1532143.43,Rejected,Y,N,N,Y,N,676,0,0,1,Personal Loan,525537.98,36,67749.85,10510.76,180,1,1598.96,499,High,10840.42,161.73,3,16527.43,28/12/2022,EMI,Mobile App,150585.4,INR
CUST100224,ACC900224,Recurring Deposit,27/03/2022,Inactive,Female,31,Delhi,Retail,Self-Employed,1651929.11,587554.75,Verified,Y,N,N,Y,N,180,1,0,0,Education Loan,4835664.2,24,2316407.4,96713.28,60,0,1230.01,320,Very High,10758.65,1108.44,116,7139.77,10/02/2022,EMI,UPI,79809.84,INR
